builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
487.4588235294117,3915.0941176470587,10.0,148.85098039215686,,,,14328.125490196078,56.98823529411765,278797.01960784325,,Lakshadweep,30.02394594640487
