builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
6202799.270588238,8.97455605294119E7,4.571444723921567E7,1.0178164478431362E8,2099742.9843137255,,,3.262081108431371E8,226875.23921568628,4828512.01960784,4.304206958039214E7,Uttarakhand,53473.17320497793
