builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
1.1106429643137248E7,3.60433769843137E7,3.9913691760000014E8,1.0082204476470575E8,1.24910771490196E7,,,3.054357152588229E8,190374.6588235294,1.0766424560784299E7,,Jharkhand,80051.94842328405
