builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
6.0630035435294114E7,1.8954056385882398E8,1.9340857653607829E9,3.706034749490194E8,1.456373248862746E8,,,5.195833203333344E8,418936.368627451,5.860276239607856E7,,Maharashtra,308414.3819882654
