builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
3.793848177254905E7,1.1720944892941195E8,2.0230800773490255E9,5.816407406078434E8,1.005635480156863E8,,,4.6505349230196166E8,114412.43921568627,5.254412760392153E7,,Madhya Pradesh,308939.71640798094
