builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
537730.6470588235,49788.396078431375,139791.0039215686,14387.250980392158,24171.90980392158,,,555799.5490196076,610.0,15319.0,7.0,Chandigarh,114.72302299930753
