builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
3.0882351286274523E7,1.4317507890196076E7,4.984439871764715E8,1134584.9803921566,3295791.941176472,,,3.776031265882357E7,216237.79215686274,2334887.2509803926,,Punjab,50401.70871276221
