builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
1225704.043137255,1.458251236988236E9,2037321.0,1.821092210156863E8,812020.1215686272,,,1.2838375725490198E7,185365.0156862745,2.6636473588235263E7,3.6402903156078416E8,Ladakh,167483.54253078497
