builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
2.0300536772549033E7,4.149768508627451E7,5.3239039891764945E8,2.0357407694117617E7,4113054.239215688,,,2.80132890341176E8,5219779.368627448,3.1790226576470554E7,,West Bengal,85393.0968675685
