builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
855364.231372549,1070345.6470588248,4648035.80000001,7726044.117647062,867530.3647058824,,,1.6995108216078424E8,1927.6392156862744,168163.9647058823,,Nagaland,16607.101947841325
