builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
2.62355676588235E7,3.787277282352943E7,7.359968632352977E8,1.0742365257254875E8,6.487395489803922E7,,,1.8577924618039158E8,353203.33333333343,2.525053101176473E7,,Telangana,112444.71659285531
