builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
7.552736698431368E7,7.867757091647046E8,2.195674067243131E9,3.08917041058823E8,3.6770779058431417E8,,,8.608213745490202E7,1302643.890196079,2.0901282470588226E7,,Rajasthan,342784.32025609945
