builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
2.9484685960784305E7,7.748280226666659E7,8.279232648941191E8,6.949684181176476E7,2.5844214169411764E8,,,3.950962906352944E8,5110574.580392158,4.2523844788235374E7,,Andhra Pradesh,163723.57651408296
