builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
3.691030354117648E7,4.891960468627455E7,7.791088544078438E8,2.394441552941177E7,3765259.3882352943,,,1.2938366338823508E8,3736209.643137255,2.3839230180392172E7,,Bihar,94375.80280470151
