builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
7393652.807843144,3817547.5764705897,1.3802225545098042E7,1.7070067235294145E7,87023.03921568627,,,3.434595007568631E8,2441732.4901960786,9126717.03137255,,Kerala,38966.72854014769
