builtup,bare,cropland,grassland,shrubland,savanna,mixed,woodland,wetland,water,permafrost,ST_NM,area_sqkm
9464899.752941176,1.0103843577647048E8,5.777909966274514E7,2.0050341470196086E8,5665480.478431374,,,2.5483177186666688E8,1085910.0,8097135.207843139,2.02996711490196E7,Jammu & Kashmir,54697.959446384484
